color;player name;platform;player id;car id;car name;game duration;score;goals;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken;result;source_file
blue;MezosFear;Epic;36e8b10d890344359037fdee9024f553;23;Octane;393;1155;4;5;9;11;5;5;44.44;474;43.76;2607;1936;671;25;58;525;365;160;5;14;54.38;25.56;200;566;134;1426;501929;209.71;53.85;130.16;33.42;49.57;12.73;185.11;47.53;187.69;48.19;16.64;4.27;7.67;0.11;73;356.1;356.1;1438;878;1908;285.87;73.41;103.56;26.59;244.95;62.9;144.48;37.1;188.61;48.43;106.42;27.33;94.41;24.24;0;1;loser;3bb4baf3-5ed1-44cc-82da-0402ff45b608-players.csv
orange;BadBadKid;Steam;76561198278485770;10805;;393;1133;5;3;11;9;4;4;45.45;355;41.98;2420;1811;609;21;54;556;318;238;4;21;34.5;49.71;203;298;83;1367;481105;228.12;58.27;115.34;29.46;48.0;12.26;204.35;52.2;183.87;46.97;3.23;0.83;8.47;0.2;42;355.9;355.9;1338;1069;1647;289.42;73.93;102.04;26.07;222.89;56.94;168.57;43.06;157.74;40.3;120.85;30.87;112.86;28.83;1;0;winner;3bb4baf3-5ed1-44cc-82da-0402ff45b608-players.csv
blue;equalstage;Epic;276991630bc14f32b4296dd940635639;23;Octane;391;780;3;3;8;10;7;7;37.5;509;40.4;3055;2212;843;27;76;630;374;256;4;23;56.91;13.84;595;238;0;1609;563470;156.45;40.35;164.98;42.55;66.32;17.1;223.75;57.71;155.16;40.02;8.83;2.28;8.03;0.11;76;351.6;351.6;1771;1353;2157;300.15;77.41;87.59;22.59;253.54;65.39;134.2;34.61;177.51;45.78;134.78;34.76;75.45;19.46;0;1;loser;3e4340b1-3e77-4740-94f7-9542e9c7c436-players.csv
orange;elSburai;Epic;c4ada96345f048199c23ee24d703979a;23;Octane;391;1442;7;5;10;8;3;3;70.0;563;38.32;3526;2838;688;33;57;791;490;301;5;25;119.23;33.0;580;462;9;1527;537744;183.45;46.94;147.82;37.82;59.56;15.24;214.5;54.88;158.03;40.43;18.31;4.68;3.41;0.13;27;351.4;351.4;1714;1415;1999;317.32;81.19;73.51;18.81;251.93;64.46;138.9;35.54;181.57;46.46;128.9;32.98;80.36;20.56;1;0;winner;3e4340b1-3e77-4740-94f7-9542e9c7c436-players.csv
blue;microsoft. edge.;Epic;f061688ff8bd4f13aa5322651e808efc;1894;Samurai;359;787;3;1;8;4;2;2;37.5;426;51.76;2636;2237;399;27;35;468;325;143;4;13;60.35;53.42;59;482;84;1413;473538;199.22;55.59;115.41;32.21;43.73;12.2;159.3;44.45;172.31;48.08;26.75;7.46;2.99;0.16;19;336.0;336.0;1228;894;1627;271.41;75.74;86.95;24.26;197.26;55.05;161.09;44.95;141.79;39.57;112.76;31.47;103.81;28.97;0;0;winner;3ea944b0-7002-4056-8e5d-af7356f33b6c-players.csv
orange;steezeymcgee0;Epic;acda9fded2334d79a654b2daada9cb0e;4284;Fennec;359;791;2;4;4;8;3;3;50.0;443;44.65;2482;1945;537;23;48;586;361;225;4;19;66.35;30.53;94;276;0;1406;471584;192.43;53.57;134.74;37.51;32.01;8.91;174.69;48.64;150.36;41.86;34.13;9.5;3.91;0.15;26;337.1;337.1;1742;1145;2228;277.65;77.3;81.52;22.7;239.32;66.63;119.85;33.37;177.17;49.33;101.54;28.27;80.46;22.4;0;0;loser;3ea944b0-7002-4056-8e5d-af7356f33b6c-players.csv
blue;steezeymcgee0;Epic;acda9fded2334d79a654b2daada9cb0e;4284;Fennec;370;709;3;1;4;6;4;4;75.0;389;40.92;2228;1558;670;18;58;614;345;269;4;23;66.38;24.25;46;194;62;1391;472547;200.0;54.02;139.89;37.79;30.32;8.19;190.98;51.59;154.38;41.7;24.85;6.71;5.65;0.15;37;341.1;341.1;1549;1145;1985;277.12;74.85;93.1;25.15;211.61;57.16;158.61;42.84;166.93;45.09;98.15;26.51;105.13;28.4;0;0;loser;3f6f74d8-3f83-43cc-a73f-982758794d41-players.csv
orange;trooxel;Epic;a1f92c52dc33404ca8814beccd6e3c78;4284;Fennec;370;837;4;1;6;4;3;3;66.67;428;50.93;2651;2063;588;34;51;550;365;185;7;17;27.79;60.11;422;1344;334;1491;505822;173.41;46.84;154.76;41.8;42.04;11.36;219.73;59.35;137.36;37.1;13.12;3.54;4.43;0.18;24;341.1;341.1;1866;1500;2140;287.07;77.54;83.14;22.46;228.86;61.82;141.35;38.18;169.94;45.9;119.63;32.31;80.65;21.78;0;0;winner;3f6f74d8-3f83-43cc-a73f-982758794d41-players.csv
blue;berfy.;Epic;e4fe5e0c98644213ad6213f802a53989;23;Octane;374;853;4;2;6;5;3;3;66.67;426;50.36;2761;1938;823;27;73;723;377;346;5;29;29.1;27.48;261;594;57;1549;527415;164.84;44.41;150.65;40.58;55.72;15.01;212.5;57.25;151.41;40.79;7.29;1.96;13.95;0.1;141;341.8;341.8;1587;1318;1904;289.45;77.98;81.75;22.02;214.2;57.7;157.0;42.3;148.18;39.92;120.19;32.38;102.83;27.7;0;1;winner;3f9afff4-86c2-4f3b-8e98-b31ad4e9d355-players.csv
orange;feczy roller;XBox;4251b84ff7010900;23;Octane;374;603;3;0;5;6;4;4;60.0;466;46.76;2831;2459;372;30;34;420;331;89;4;8;44.82;72.76;520;541;68;1449;497236;197.45;52.78;131.45;35.14;45.18;12.08;201.12;53.76;152.8;40.85;20.16;5.39;5.18;0.15;34;341.8;341.8;1696;1167;2022;300.27;80.27;73.8;19.73;241.32;64.51;132.75;35.49;180.45;48.24;125.71;33.61;67.91;18.15;1;0;loser;3f9afff4-86c2-4f3b-8e98-b31ad4e9d355-players.csv
blue;calcifer9804;Epic;f4a052f954924b0c9cad7eb4a372384a;4284;Fennec;175;344;0;3;2;7;4;4;0.0;427;45.53;1190;768;422;11;38;446;251;195;4;18;18.54;25.79;256;246;62;1644;263614;69.23;39.58;71.89;41.1;33.78;19.31;102.83;58.79;67.53;38.61;4.55;2.6;2.85;0.09;32;157.8;157.8;1849;1290;2111;120.65;68.98;54.26;31.02;87.18;49.84;87.73;50.16;63.32;36.2;49.38;28.23;62.21;35.57;1;0;loser;3fc160d6-235a-4b94-b313-fab5d94626cf-players.csv
orange;JD53_;Epic;016bbecf6dbe4051802c11380e386e10;23;Octane;175;807;4;2;7;2;0;0;57.14;489;53.63;1300;1070;230;15;21;203;120;83;2;8;9.58;24.58;78;430;80;1648;258433;67.29;39.16;70.87;41.24;33.69;19.6;83.25;48.44;84.53;49.19;4.07;2.37;2.71;0.15;18;157.7;157.7;1791;1587;2066;128.04;74.51;43.81;25.49;111.83;65.07;60.02;34.93;84.72;49.3;50.76;29.54;36.38;21.17;0;1;winner;3fc160d6-235a-4b94-b313-fab5d94626cf-players.csv
blue;Nautical.Coffee;Steam;76561199057672997;4284;Fennec;372;1235;6;4;9;6;3;3;66.67;418;49.79;2485;2057;428;28;41;575;414;161;6;18;28.22;68.4;325;753;189;1446;485192;200.68;53.92;129.07;34.68;42.44;11.4;196.26;52.73;147.13;39.53;28.81;7.74;8.48;0.1;85;336.6;336.6;1695;1373;2055;285.71;76.76;86.49;23.24;220.94;59.36;151.26;40.64;166.37;44.7;112.64;30.26;93.18;25.04;3;0;winner;4138bb74-b9e1-48fd-b621-e8a76b123a3d-players.csv
orange;testoi.;Epic;346c34a235f44394870a5629aafe791f;4284;Fennec;372;862;3;3;6;9;6;6;50.0;417;44.83;2264;1761;503;22;44;479;307;172;4;16;45.62;59.12;466;340;92;1362;448100;205.86;56.71;113.63;31.3;43.5;11.98;217.48;59.92;128.77;35.48;16.73;4.61;4.57;0.16;29;336.6;336.6;1639;1377;1881;281.81;77.64;81.17;22.36;218.63;60.23;144.35;39.77;162.53;44.78;108.75;29.96;91.7;25.26;0;3;loser;4138bb74-b9e1-48fd-b621-e8a76b123a3d-players.csv
blue;raptor;Steam;76561199079979081;23;Octane;270;530;1;4;5;11;7;7;20.0;371;50.64;1799;1385;414;18;37;181;50;131;1;12;38.86;24.17;172;420;49;1441;343519;143.32;53.23;85.15;31.62;40.79;15.15;137.25;50.97;122.63;45.55;9.37;3.48;4.51;0.07;65;237.1;237.1;1684;922;2037;189.75;70.47;79.5;29.53;195.82;72.73;73.43;27.27;144.76;53.76;88.57;32.89;35.93;13.34;1;0;loser;4251cdec-23ea-4475-bd81-e51469921d30-players.csv
orange;Pat;Steam;76561198863718697;4284;Fennec;270;1271;7;4;11;5;1;1;63.64;409;44.01;1704;1294;410;15;40;587;427;160;5;16;14.69;25.74;232;108;72;1427;337413;146.79;55.12;86.5;32.48;33.01;12.4;136.19;51.14;113.2;42.51;16.92;6.35;3.37;0.12;27;237.1;237.1;1375;1300;1380;217.93;81.84;48.37;18.16;144.99;54.44;121.32;45.56;97.8;36.73;81.88;30.75;86.62;32.53;0;1;winner;4251cdec-23ea-4475-bd81-e51469921d30-players.csv
blue;vblakeee;Epic;fed4c41075154fffab4dac707388490f;23;Octane;178;969;6;2;8;3;0;0;75.0;401;41.35;1018;784;234;9;21;303;200;103;2;9;14.54;17.04;87;123;0;1419;218725;101.14;56.79;55.29;31.04;21.67;12.17;86.93;48.81;76.18;42.77;14.99;8.42;2.85;0.16;18;155.0;155.0;1359;1273;1260;160.73;90.25;17.37;9.75;98.04;55.05;80.06;44.95;69.99;39.3;56.53;31.74;51.58;28.96;1;0;winner;4336d4e0-90f5-4196-be3e-2e8a87b6393e-players.csv
orange;11ee;Steam;76561198364884658;4284;Fennec;178;309;0;3;3;8;6;6;0.0;509;40.53;1556;1125;431;13;37;452;255;197;3;17;17.23;15.37;104;103;13;1538;233349;83.32;47.64;62.57;35.77;29.02;16.59;93.12;53.24;75.17;42.98;6.62;3.78;3.0;0.09;32;155.0;155.0;2013;1354;2224;107.8;61.63;67.11;38.37;121.58;69.51;53.33;30.49;84.73;48.44;58.15;33.25;32.03;18.31;0;1;loser;4336d4e0-90f5-4196-be3e-2e8a87b6393e-players.csv
blue;Carbuccia;Epic;0093e5b0b37b4729ae9a8743f26c0387;4284;Fennec;371;921;4;4;7;12;6;6;57.14;391;40.74;2171;1551;620;20;47;387;245;142;3;12;66.27;13.56;199;174;54;1491;478914;195.17;53.51;111.81;30.66;57.75;15.83;176.53;48.4;174.64;47.88;13.56;3.72;6.52;0.14;47;330.8;330.8;1747;1639;1824;248.47;68.12;116.27;31.88;249.23;68.33;115.51;31.67;187.83;51.5;114.97;31.52;61.93;16.98;0;2;loser;451d2d36-824b-4ad8-91a6-5a953de964a1-players.csv
orange;ConMan1335;XBox;709b9917ff010900;4284;Fennec;371;1042;6;1;12;7;4;4;50.0;511;41.42;2815;2006;809;24;60;772;439;333;5;20;63.84;50.44;590;394;60;1607;528507;164.62;44.43;116.83;31.53;89.07;24.04;187.97;50.73;166.9;45.04;15.65;4.22;7.09;0.11;67;330.7;330.7;1813;1458;2229;287.98;77.72;82.54;22.28;220.12;59.41;150.41;40.59;149.91;40.46;119.28;32.19;101.33;27.35;2;0;winner;451d2d36-824b-4ad8-91a6-5a953de964a1-players.csv
blue;Lzz 10hz;Epic;e8615297da3f484e98deac87b7a4712b;23;Octane;380;1466;6;7;15;11;3;3;40.0;315;32.97;1553;646;907;10;78;518;146;372;2;32;32.34;23.45;171;311;53;1420;469292;203.14;55.26;139.5;37.95;24.97;6.79;204.64;55.67;151.74;41.28;11.24;3.06;9.45;0.07;145;377.6;377.6;1907;1585;2439;310.48;84.46;57.13;15.54;220.21;59.9;147.4;40.1;171.07;46.54;91.81;24.98;104.72;28.49;0;4;winner;452fbad5-aeb7-41fe-9476-eaf51e44647f-players.csv
orange;Flowsen;Steam;76561197993140621;4284;Fennec;380;829;3;3;11;15;6;6;27.27;452;53.31;2810;2014;796;30;74;619;279;340;5;32;31.81;32.26;398;531;84;1559;537449;169.24;44.61;133.93;35.31;76.18;20.08;218.79;57.67;144.78;38.17;15.78;4.16;6.44;0.1;63;344.1;344.1;1529;1103;1694;258.64;68.18;120.71;31.82;235.53;62.09;143.82;37.91;175.66;46.31;123.34;32.51;80.35;21.18;4;0;loser;452fbad5-aeb7-41fe-9476-eaf51e44647f-players.csv
blue;11ee;Steam;76561198364884658;4284;Fennec;410;1256;5;5;11;10;6;6;45.45;462;43.46;2991;2244;747;28;66;812;487;325;5;30;61.61;33.9;356;420;32;1585;576078;180.55;44.15;145.81;35.66;82.57;20.19;211.99;51.84;182.97;44.74;13.97;3.42;7.14;0.09;78;365.7;365.7;1820;1469;2154;308.69;75.49;100.25;24.51;254.08;62.13;154.86;37.87;178.2;43.58;126.73;30.99;104.0;25.43;0;0;loser;462a998f-bfcc-4d1d-b4ea-e2c87398d802-players.csv
orange;f i t z y;Steam;76561199013899997;23;Octane;410;1417;6;5;10;11;5;5;60.0;432;43.59;2752;2175;577;25;51;397;269;128;3;11;64.95;44.54;327;329;35;1450;527594;217.53;53.18;141.49;34.59;50.06;12.24;208.8;51.04;178.76;43.7;21.51;5.26;7.73;0.15;51;365.5;365.5;1509;1217;1793;320.55;78.36;88.52;21.64;259.66;63.48;149.41;36.52;186.4;45.57;141.52;34.6;81.15;19.84;0;0;winner;462a998f-bfcc-4d1d-b4ea-e2c87398d802-players.csv
blue;Coven | Fansee;Steam;76561198831007675;403;Dominus;398;878;3;3;9;9;7;7;33.33;474;43.68;3030;2405;625;28;56;933;648;285;7;25;37.29;37.85;180;402;59;1551;542796;170.04;43.45;165.59;42.31;55.73;14.24;190.48;48.67;165.76;42.36;35.11;8.97;1.83;0.1;19;357.7;357.7;1440;1190;1753;301.86;77.13;89.5;22.87;215.09;54.96;176.28;45.04;153.0;39.1;124.6;31.84;113.75;29.07;0;2;loser;472bf494-1776-423f-95d8-f732d39ca9da-players.csv
orange;******* :D;Steam;76561198379295878;4284;Fennec;398;1399;7;3;9;9;3;3;77.78;435;46.12;2548;1894;654;25;57;598;465;133;5;12;18.32;77.31;336;614;34;1451;515496;204.26;51.43;141.64;35.66;51.27;12.91;202.5;50.98;170.17;42.84;24.51;6.17;9.21;0.11;85;357.9;357.9;1396;1141;1595;318.71;80.25;78.46;19.75;269.15;67.77;128.03;32.23;217.3;54.71;95.18;23.96;84.7;21.33;2;0;winner;472bf494-1776-423f-95d8-f732d39ca9da-players.csv
blue;50 50 emily;Epic;2edb7bbfb63b4ff383b7ebf95b518738;4284;Fennec;377;1138;4;5;12;11;6;6;33.33;402;45.52;2345;1876;469;24;42;462;255;207;3;18;85.22;40.68;271;530;44;1408;473641;209.76;56.19;130.03;34.83;33.53;8.98;202.3;54.19;152.11;40.75;18.91;5.07;2.26;0.1;23;337.7;337.7;1510;1114;1834;259.27;69.45;114.05;30.55;243.88;65.33;129.44;34.67;186.17;49.87;94.0;25.18;93.15;24.95;0;0;loser;4753d5a2-e2a0-4586-bb4a-1986e5be0b18-players.csv
orange;calcifer9804;Epic;f4a052f954924b0c9cad7eb4a372384a;4284;Fennec;377;1379;6;4;11;12;4;4;54.55;465;50.41;2950;2306;644;30;56;687;437;250;7;21;48.12;53.11;503;604;204;1517;515471;171.42;45.43;143.98;38.16;61.95;16.42;216.27;57.31;143.0;37.9;18.08;4.79;6.54;0.09;74;337.7;337.7;1642;1192;2103;296.5;78.57;80.85;21.43;212.37;56.28;164.98;43.72;166.06;44.01;108.68;28.8;102.61;27.19;0;0;winner;4753d5a2-e2a0-4586-bb4a-1986e5be0b18-players.csv
blue;Ken;Steam;76561199032500178;4284;Fennec;349;1473;8;4;9;6;2;2;88.89;533;40.77;2619;2098;521;23;46;881;593;288;6;26;47.81;47.26;347;201;6;1532;475525;163.58;46.96;130.33;37.41;54.46;15.63;152.14;43.67;148.69;42.68;47.54;13.65;13.72;0.16;84;309.0;309.0;1634;1367;2008;271.5;77.93;76.87;22.07;193.29;55.48;155.08;44.52;146.11;41.94;92.8;26.64;109.45;31.42;0;0;winner;49b5a670-dbd4-4e2c-a875-705039146adb-players.csv
orange;olpx5;Epic;cf29ed6f4d79487e9616c3efab1f5550;4284;Fennec;349;671;2;3;6;9;8;8;33.33;421;50.16;2476;1996;480;29;45;385;266;119;3;11;38.41;56.05;271;938;33;1498;462306;171.91;49.59;115.6;33.34;59.18;17.07;172.65;49.8;148.89;42.95;25.15;7.25;3.07;0.12;25;309.0;309.0;1998;1298;2449;256.13;73.88;90.57;26.12;247.68;71.44;99.02;28.56;187.13;53.98;100.09;28.87;59.47;17.15;0;0;loser;49b5a670-dbd4-4e2c-a875-705039146adb-players.csv
blue;Operatedapple88;Epic;142a42711b72409e891e52bc5a3bb0f5;23;Octane;399;583;3;1;4;11;7;7;75.0;409;38.75;2375;1635;740;20;65;700;427;273;6;25;46.36;37.46;315;367;172;1499;503586;216.37;54.26;127.5;31.97;54.88;13.76;226.44;56.79;166.74;41.81;5.58;1.4;5.24;0.07;72;359.4;359.4;1862;1289;2204;266.46;66.82;132.3;33.18;244.63;61.35;154.13;38.65;191.09;47.92;107.37;26.93;100.3;25.15;3;0;loser;49c666dd-384e-4315-8a4b-ff94e5b47113-players.csv
orange;drtacolover29;Epic;59959084fb4a414a9ca28115242cd0c8;23;Octane;399;1166;7;2;11;4;3;3;63.64;323;43.4;1999;1471;528;22;51;775;550;225;8;22;28.03;63.34;229;545;267;1471;498725;202.55;52.03;141.32;36.3;45.41;11.67;227.17;58.36;152.15;39.08;9.96;2.56;4.54;0.11;43;362.9;362.9;1748;1566;1917;293.96;75.52;95.31;24.48;242.22;62.22;147.05;37.78;194.13;49.87;99.25;25.5;95.89;24.63;0;3;winner;49c666dd-384e-4315-8a4b-ff94e5b47113-players.csv
blue;Parmley12;Epic;f8ac5544116c464b803d33120dc35ec2;23;Octane;392;806;4;1;7;8;6;6;57.14;435;45.65;2849;2183;666;27;58;812;614;198;7;17;63.7;37.02;503;524;85;1568;550191;180.78;46.12;144.19;36.78;67.04;17.1;208.13;53.09;173.8;44.34;10.08;2.57;6.63;0.16;41;351.8;351.8;1527;1375;1655;258.87;66.04;133.14;33.96;230.02;58.68;161.99;41.32;159.52;40.69;125.46;32.0;107.03;27.3;0;0;loser;49f4406f-8642-4283-a9d0-7cff44f2e051-players.csv
orange;YT7Chuy13;Steam;76561198244672914;4284;Fennec;392;1120;6;2;8;7;4;4;75.0;501;46.21;3397;2728;669;34;55;699;502;197;7;19;43.66;37.47;568;343;151;1539;539362;175.8;44.83;148.48;37.86;67.9;17.31;236.8;60.38;149.76;38.19;5.61;1.43;11.14;0.14;81;351.6;351.6;1680;1521;1803;289.09;73.71;103.09;26.29;247.05;62.99;145.13;37.01;175.84;44.84;127.56;32.53;88.78;22.64;0;0;winner;49f4406f-8642-4283-a9d0-7cff44f2e051-players.csv
blue;Jacob;Steam;76561198149410474;4284;Fennec;295;1033;5;4;8;7;2;2;62.5;380;53.76;1817;1396;421;21;40;319;139;180;2;17;37.54;38.96;92;740;75;1440;384796;155.76;52.94;105.43;35.83;33.02;11.22;141.91;48.23;139.43;47.39;12.88;4.38;4.34;0.13;34;267.1;267.1;1429;1334;1562;224.84;76.42;69.37;23.58;176.21;59.89;118.01;40.11;131.86;44.82;91.06;30.95;71.3;24.23;2;0;winner;4cedf3d8-1d58-417b-a099-66e197863e03-players.csv
orange;XsNIPER50;Steam;76561198171659797;403;Dominus;295;616;2;2;7;8;5;5;28.57;382;37.51;1685;1122;563;15;50;421;193;228;2;21;30.4;18.79;132;302;16;1467;383299;138.99;48.22;121.55;42.17;27.71;9.61;148.3;51.45;127.08;44.09;12.87;4.46;4.89;0.09;56;267.2;267.2;2072;1394;2525;203.08;70.46;85.16;29.54;174.77;60.63;113.47;39.37;122.44;42.48;92.77;32.18;73.03;25.34;0;2;loser;4cedf3d8-1d58-417b-a099-66e197863e03-players.csv
blue;Prkr-.;Epic;a93d48346bec4c37b69ad1f5c622e4c3;4284;Fennec;494;1611;5;7;11;13;6;6;45.45;397;41.02;3053;2321;732;26;63;351;84;267;1;23;67.74;68.72;250;226;15;1486;653464;251.35;51.78;173.83;35.81;60.26;12.41;261.15;53.8;193.13;39.78;31.16;6.42;7.58;0.11;69;446.9;446.9;1672;1182;1980;385.39;79.39;100.05;20.61;342.66;70.6;142.71;29.4;250.3;51.56;163.87;33.76;71.26;14.68;0;3;loser;4f7cc0b5-6d5a-4b0e-95c4-fa33e974ca76-players.csv
orange;BasicallyTayo;Epic;6c68f7eeeee44a688b73161d833b058f;4284;Fennec;494;1608;6;6;13;11;5;5;46.15;466;49.78;3787;3089;698;41;63;1073;736;337;11;30;58.28;55.04;440;1014;356;1581;707612;221.39;44.87;174.42;35.35;97.6;19.78;262.52;53.21;204.18;41.38;26.7;5.41;13.89;0.15;94;447.1;447.1;1645;1372;1968;392.83;79.62;100.57;20.38;281.48;57.05;211.92;42.95;193.6;39.24;163.09;33.05;136.71;27.71;3;0;winner;4f7cc0b5-6d5a-4b0e-95c4-fa33e974ca76-players.csv
blue;I eat pbjs;XBox;ef3736ccf8010900;23;Octane;388;1204;5;4;8;9;4;4;62.5;531;41.68;3052;2366;686;27;65;484;231;253;3;22;54.93;41.21;641;339;68;1497;510734;187.24;49.42;137.48;36.28;54.17;14.3;220.58;58.22;147.06;38.81;11.25;2.97;7.45;0.2;37;350.8;350.8;1716;1214;2033;295.6;78.02;83.29;21.98;230.76;60.9;148.13;39.1;169.2;44.66;125.13;33.03;84.56;22.32;0;2;winner;505b25d0-2dbf-4eb2-82be-0f919b9ba6bd-players.csv
orange;PozzSka;Steam;76561197993701008;4284;Fennec;388;1077;4;4;9;8;5;5;44.44;420;39.97;2580;1866;714;21;62;363;116;247;2;21;55.82;48.26;197;147;5;1537;535185;176.77;45.67;160.03;41.34;50.29;12.99;199.99;51.66;164.92;42.61;22.18;5.73;11.94;0.13;95;351.1;351.1;1767;1331;2275;287.57;74.29;99.51;25.71;240.5;62.13;146.59;37.87;172.25;44.5;128.19;33.12;86.65;22.38;2;0;loser;505b25d0-2dbf-4eb2-82be-0f919b9ba6bd-players.csv
blue;Retro;Steam;76561198309979932;23;Octane;416;814;2;5;5;15;10;10;40.0;381;44.38;2933;2278;655;26;62;385;180;205;2;18;16.53;41.22;137;318;19;1426;521567;232.62;56.02;120.83;29.1;61.83;14.89;177.56;42.76;201.13;48.43;36.59;8.81;8.77;0.16;56;371.6;371.6;1793;1349;2120;302.55;72.85;112.74;27.15;299.57;72.14;115.72;27.86;221.45;53.32;120.46;29.01;73.38;17.67;0;0;loser;513cb6b0-0106-4129-8d41-74b6a760d7e6-players.csv
orange;Jax in yodieland;Epic;ecd3f4e8fdb249cf971a8ea5a7afba3f;4284;Fennec;416;1623;10;2;15;5;2;2;66.67;439;41.27;2680;2121;559;26;48;661;417;244;6;21;37.71;64.57;164;396;182;1435;520972;231.75;55.82;128.84;31.03;54.62;13.15;189.79;45.71;182.84;44.04;42.58;10.26;1.24;0.1;12;368.1;368.1;1568;1331;1879;336.38;81.01;78.84;18.99;233.77;56.3;181.45;43.7;160.59;38.68;143.76;34.62;110.86;26.7;0;0;winner;513cb6b0-0106-4129-8d41-74b6a760d7e6-players.csv
blue;Prkr-.;Epic;a93d48346bec4c37b69ad1f5c622e4c3;4284;Fennec;416;1562;8;4;14;8;4;4;57.14;478;51.63;3254;2672;582;34;55;696;412;284;6;25;29.78;63.34;198;476;48;1567;558326;183.59;45.2;170.12;41.89;52.44;12.91;214.47;52.81;165.78;40.82;25.9;6.38;4.91;0.08;60;367.9;367.9;1786;1483;2253;329.11;81.03;77.05;18.97;243.73;60.01;162.42;39.99;161.28;39.71;144.93;35.68;99.94;24.61;0;3;winner;51f72a0d-0db5-4310-826d-0666ab41e8e6-players.csv
orange;Moo Cow;Steam;76561198116996968;4284;Fennec;416;986;4;5;8;14;8;8;50.0;385;34.87;2489;1625;864;19;73;377;77;300;1;25;92.25;26.55;207;282;22;1528;557722;201.99;48.66;145.08;34.95;68.0;16.38;211.75;51.01;193.1;46.52;10.23;2.46;6.01;0.07;86;367.9;367.9;1793;1353;2097;288.68;69.55;126.39;30.45;292.77;70.53;122.31;29.47;201.76;48.61;147.76;35.6;65.55;15.79;3;0;loser;51f72a0d-0db5-4310-826d-0666ab41e8e6-players.csv
blue;Tutti077;Steam;76561198071024286;4284;Fennec;367;1279;7;3;12;9;5;5;58.33;430;41.97;2337;1758;579;21;51;439;205;234;3;20;43.41;42.32;311;266;94;1383;440244;205.91;56.72;128.01;35.26;29.12;8.02;222.62;61.32;131.53;36.23;8.88;2.45;5.96;0.09;64;319.8;319.8;1786;1538;2068;289.63;79.78;73.4;20.22;223.02;61.43;140.01;38.57;171.07;47.12;108.91;30.0;83.06;22.88;1;1;winner;52da8504-60df-4c4e-abca-32496f068fc9-players.csv
orange;SSmk205;Epic;6c074341a9914b6995532130284c8579;23;Octane;367;1179;5;5;9;12;7;7;55.56;384;38.94;1903;1369;534;17;48;670;510;160;6;15;37.91;57.6;423;340;98;1434;455129;202.43;55.8;109.57;30.2;50.79;14.0;225.35;62.12;128.56;35.44;8.88;2.45;1.81;0.14;13;319.7;319.7;1791;1132;2225;266.48;73.45;96.31;26.55;236.53;65.2;126.26;34.8;183.62;50.61;93.33;25.73;85.84;23.66;1;1;loser;52da8504-60df-4c4e-abca-32496f068fc9-players.csv
blue;Flowsen;Steam;76561197993140621;4284;Fennec;361;1047;3;6;10;9;4;4;30.0;439;44.61;2349;1626;723;23;65;537;294;243;4;22;41.32;35.15;388;392;21;1499;494706;169.97;47.17;135.85;37.7;54.55;15.14;197.22;54.73;149.04;41.36;14.11;3.92;6.71;0.1;64;331.2;331.2;1329;898;1752;263.79;73.2;96.58;26.8;229.01;63.55;131.36;36.45;156.72;43.49;115.63;32.09;88.02;24.42;2;0;loser;535f60f4-d524-45cd-befb-95b492633e22-players.csv
orange;hbccs;Epic;b2be6019e55b44c897eb1f3409cb19f4;4284;Fennec;361;1152;4;7;9;10;3;3;44.44;510;49.1;2842;2350;492;32;44;368;205;163;3;14;57.74;51.66;505;847;97;1570;507996;160.62;45.33;122.44;34.55;71.3;20.12;190.66;53.8;148.82;42.0;14.89;4.2;4.94;0.17;29;331.2;331.2;1720;1405;2016;281.42;79.42;72.94;20.58;217.77;61.45;136.59;38.55;158.28;44.67;119.44;33.71;76.64;21.63;0;2;winner;535f60f4-d524-45cd-befb-95b492633e22-players.csv
blue;GotEmCoach4523;PS4;GotEmCoach4523;23;Octane;272;457;1;1;4;7;3;3;25.0;574;47.23;2495;2135;360;26;31;453;370;83;4;7;30.82;48.5;695;464;29;1559;394221;109.39;40.38;121.91;45.0;39.59;14.61;151.97;56.1;105.32;38.88;13.6;5.02;3.51;0.21;17;258.6;258.6;1615;1218;1844;209.13;77.2;61.76;22.8;168.43;62.17;102.47;37.83;129.71;47.88;86.4;31.89;54.79;20.23;1;0;loser;552803aa-c890-4c28-8b0b-4c379e709ea1-players.csv
